Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,128.53%,8.94%,224.06%
,ebitda margin growth,-25.41%,-1.67%,8.2%,30.26%
,net income growth,-26.23%,10.51%,14%,12%
,revenue growth,3.57%,12.86%,15%,17%
,roce,—,-1.89%,21.64%,-7.05%
,roe,—,-3.81%,16.57%,20.46%
