Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-5.72%,-2.28%,14.76%
,ebitda margin growth,50.55%,-8.46%,-15.77%,-19.86%
,net income growth,66.09%,7.26%,-9%,12%
,revenue growth,27.62%,4.97%,-3%,13%
,roce,60.67%,-13.93%,-19.67%,14.88%
,roe,66.09%,-8.08%,12.65%,-41.58%
