Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,18.14%,30.77%,—
,ebitda margin growth,3.47%,-0.78%,2.44%,17.97%
,net income growth,-1.38%,26.55%,12%,35%
,revenue growth,3.07%,13.79%,18%,11%
,roce,3.89%,3.99%,2.14%,8.23%
,roe,-1.38%,2.29%,10.31%,58.81%
