Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-533.55%,-63.24%,-25.98%
,ebitda margin growth,-19.44%,-4.47%,30%,-153.98%
,net income growth,-39.36%,3.22%,38%,27%
,revenue growth,-33.23%,23.45%,81%,44%
,roce,-27.45%,-18.47%,100.19%,0.63%
,roe,-39.35%,-27.27%,4.16%,-122.62%
