Item,Indicator,Value,Signal
,SMA (10),271.31,Sell
,EMA (10),270.62,Sell
,SMA (20),271.62,Sell
,EMA (20),273.89,Sell
,SMA (50),286.34,Sell
,EMA (50),284.9,Sell
,SMA (100),307.13,Sell
,EMA (100),290.36,Sell
,SMA (200),282.19,Sell
,EMA (200),283.19,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),34.68,Neutral
,"MACD (12,26,9)",-5.13,Buy
,"Stochastic (14,3,3)",21.72,Neutral
,ADX (14),26.4,Buy
,Williams %R (14),-95.47,Buy
,ATR (14),7.21,Neutral
,ROC (12),-2.58,Sell
,Stoch RSI (14),12.49,Buy
,"UO (7,14,28)",24.39,Buy
