Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,3.07%,34.93%,143.62%
,ebitda margin growth,-7.59%,5.4%,7.34%,39.34%
,net income growth,-6.19%,18.09%,26%,31%
,revenue growth,11.65%,16.82%,16%,23%
,roce,-7.42%,5.97%,8.27%,29.92%
,roe,-6.18%,5.37%,26.78%,53.55%
