Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,81.41%,73.38%,73.38%,73.38%,73.38%,73.38%,73.38%,73.38%,73.38%,73.38%,73.38%,73.38%
FIIs,2.92%,4.31%,4.52%,3.61%,3.21%,2.92%,3.89%,3.53%,4.24%,5.82%,7.26%,6.87%
DIIs,9.55%,14.28%,15.82%,15.46%,16.26%,16.41%,15.9%,15.97%,15.63%,15.18%,13.96%,13.96%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,5.3%,6%,5.41%,6.6%,6.31%,6.38%,5.99%,6.27%,5.92%,4.92%,4.52%,4.64%
Others,0.82%,2.02%,0.87%,0.96%,0.84%,0.91%,0.84%,0.85%,0.83%,0.7%,0.87%,1.14%
No. of Shareholders,516202,526675,617238,705599,692229,713027,726167,715785,695996,638639,626189,595832
