Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,27.51%,85.97%,146.16%
,ebitda margin growth,21.83%,3.35%,2.14%,-0.22%
,net income growth,25.5%,24.43%,30%,22%
,revenue growth,20.17%,20.51%,28%,22%
,roce,—,5.1%,12.29%,93.32%
,roe,—,4.91%,75.18%,9.7%
