Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1295,1169,1150,1020,1044,1066,1157,1039,1048,1067,1266,1168
Expenses,913,858,853,731,769,783,855,733,751,777,904,860
Operating Profit,382,311,297,289,276,283,302,306,297,290,363,308
OPM %,30,27,26,28,26,27,26,29,28,27,29,26
Other Income,62,84,77,83,91,72,98,114,99,132,140,117
Interest,7,7,6,6,5,1,8,7,8,16,5,0
Depreciation,25,27,25,25,24,26,28,28,28,28,29,29
Profit before tax,412,361,344,341,337,327,363,386,360,378,468,395
Tax %,21,22,24,24,24,21,21,21,23,22,16,24
Net Profit,324,280,260,259,256,259,285,305,277,293,393,301
EPS in Rs,34.25,29.64,27.62,27.52,27.51,27.78,30.56,32.69,29.73,31.55,42.14,32.27
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,2445,3070,2970,2881,3567,4909,4854,4287,4420,4549,,
Expenses,1906,2406,2285,2220,2841,3663,3513,3134,3158,3291,,
Operating Profit,540,664,685,661,726,1245,1340,1154,1261,1258,,
OPM %,22,22,23,23,20,25,28,27,29,28,,
Other Income,122,121,142,170,156,235,281,343,485,487,,
Interest,11,11,10,8,8,25,33,26,42,30,,
Depreciation,66,79,98,94,92,93,100,103,113,114,,
Profit before tax,585,694,719,730,781,1362,1488,1368,1592,1601,,
Tax %,24,26,18,22,21,22,24,23,20,—,,
Net Profit,444,511,590,566,620,1056,1137,1060,1269,1265,,
EPS in Rs,47,54.16,62.59,60.02,65.7,111.95,120.39,113.67,136.11,135.69,,
Dividend Payout %,17,17,43,15,14,14,13,14,12,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,19,19,19,19,19,19,19,19,19,19,,
Reserves,2698,2990,3495,3682,4225,4736,5672,6639,6908,8007,,
Borrowings,140,123,128,127,193,10,503,461,491,10,,
Other Liabilities,333,426,391,334,321,361,437,375,416,497,,
Total Liabilities,3190,3559,4033,4162,4758,5125,6630,7494,7833,8532,,
Fixed Assets,670,671,845,890,811,790,1003,1110,1175,1233,,
CWIP,43,97,60,32,161,210,107,92,77,16,,
Investments,960,1092,1145,1418,809,1055,2254,3043,3919,4302,,
Other Assets,1518,1699,1984,1821,2977,3070,3266,3249,2663,2981,,
Total Assets,3190,3559,4033,4162,4758,5125,6630,7494,7833,8532,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,231,294,190,679,598,-40,868,903,1162,592,,
Cash from Investing Activity,-16,-196,-162,-310,-351,101,-1212,-819,-203,-114,,
Cash from Financing Activity,-91,-158,0,-429,67,-267,395,-211,-743,-660,,
Net Cash Flow,124,-60,27,-60,314,-205,51,-127,217,-182,,
Free Cash Flow,151,157,-9,548,475,-165,675,693,1027,491,,
CFO/OP,61,84,56,121,118,17,94,92,123,69,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,80,90,84,80,81,82,64,66,70,97,,
Inventory Days,263,209,234,242,241,304,215,212,214,270,,
Days Payable,68,60,52,42,53,49,46,31,41,47,,
Cash Conversion Cycle,275,239,266,279,269,337,233,247,243,320,,
Working Capital Days,133,132,154,149,136,191,102,129,118,193,,
ROCE %,25,20,20,19,17,17,25,23,19,21,,
