Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,246,259,601,520,1016,1035,1046,498,543,515,628,425
Expenses,299,302,775,533,1025,1045,1074,505,545,489,601,423
Operating Profit,-53,-43,-174,-13,-9,-11,-28,-7,-1,25,27,2
OPM %,-21,-17,-29,-2.4,-0.8,-1,-2.7,-1.5,-0.2,4.9,4.3,0.4
Other Income,10,13,9,-11,14,20,98,9,13,8,472,8
Interest,69,57,60,53,62,64,45,51,53,48,45,30
Depreciation,13,14,14,14,14,13,29,15,13,11,18,13
Profit before tax,-126,-102,-239,-91,-70,-67,-5,-63,-54,-26,436,-32
Tax %,0,0,0,0,0,0,0,0,0,0,0,0
Net Profit,-126,-102,-239,-91,-70,-67,-5,-63,-54,-26,436,-32
EPS in Rs,-1.31,-1.06,-2.49,-0.95,-0.73,-0.7,-0.05,-0.66,-0.56,-0.27,4.53,-0.34
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1475,1668,2059,2362,1861,1395,1264,3616,2184,2111,,
Expenses,1394,1769,1913,2311,1752,1549,1582,3676,2140,2058,,
Operating Profit,81,-100,146,51,109,-154,-318,-60,44,53,,
OPM %,6,-6,7,2.2,6,-11,-25,-1.7,2,2.5,,
Other Income,327,336,184,161,255,53,43,120,503,501,,
Interest,153,106,141,160,192,210,241,224,197,176,,
Depreciation,25,37,42,42,51,50,53,69,56,54,,
Profit before tax,231,93,147,11,120,-360,-569,-233,293,324,,
Tax %,0,0,0,0,0,0,0,0,0,—,,
Net Profit,231,93,147,11,120,-360,-569,-233,293,324,,
EPS in Rs,3.03,1.03,1.59,0.12,1.29,-3.79,-5.92,-2.43,3.04,3.36,,
Dividend Payout %,0,0,0,0,0,0,0,0,0,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,560,760,897,925,934,934,950,961,961,963,,
Reserves,499,868,897,1357,1475,1640,1390,789,611,889,,
Borrowings,1524,1226,1259,1216,1465,1613,1877,1801,1481,765,,
Other Liabilities,2965,4189,3943,4225,5043,5394,5280,6054,7340,6676,,
Total Liabilities,5548,7044,6995,7723,8917,9580,9497,9605,10392,9293,,
Fixed Assets,2506,2620,2695,2693,2702,2729,2752,2732,2710,2370,,
CWIP,102,149,165,189,169,150,139,142,19,16,,
Investments,0,0,0,0,0,0,0,0,0,0,,
Other Assets,2939,4274,4135,4841,6046,6701,6605,6730,7664,6907,,
Total Assets,5548,7044,6995,7723,8917,9580,9497,9605,10392,9293,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,-347,-109,22,-197,96,-436,-294,974,-154,-135,,
Cash from Investing Activity,-75,-96,-124,-75,-306,177,46,-543,669,924,,
Cash from Financing Activity,468,364,-19,285,198,247,241,-322,-485,-913,,
Net Cash Flow,45,158,-121,13,-12,-12,-6,109,30,-124,,
Free Cash Flow,-424,-207,-106,-259,92,-493,-338,937,44,775,,
CFO/OP,332,-134,-22,-135,187,-401,191,-306,256,-132,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,525,762,581,490,394,536,635,709,403,486,,
Inventory Days,110,126,114,167,196,118,261,215,41,41,,
Days Payable,1228,1482,1109,1500,1578,855,1242,1286,492,574,,
Cash Conversion Cycle,-594,-594,-414,-844,-988,-202,-345,-361,-48,-47,,
Working Capital Days,-283,-230,-145,-117,-131,-36,-103,-488,-145,-142,,
ROCE %,18,14,7,9,5,8,-4,-8,-1,1,,
