Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,29.79%,28.07%,43.07%
,ebitda margin growth,43.64%,1.24%,-1.07%,-5.67%
,net income growth,61.93%,7.37%,4%,2%
,revenue growth,22.53%,5.18%,5%,7%
,roce,54.25%,3.15%,-5.5%,22.42%
,roe,61.92%,1.93%,16.31%,-23.49%
