Item,Date,Document
,8 May - Transcript of the Earnings Conference Call - Q4 & FY26 held on 30th April 2026 at 04:30 P.M. (IST).,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript 8 May - Transcript of the Earnings Conference Call - Q4 & FY26 held on 30th April 2026 at 04:30 P.M. (IST).](https://www.bseindia.com/xml-data/corpfiling/AttachLive/6b306af9-cba9-499a-af8c-17007515e879.pdf)
,7h - Board meeting on 30 Apr 2026 to approve Q4/FY26 audited results and dividend recommendation.,[Board Meeting Intimation for Board Meeting Intimation For Considering Approval Of Audited Financial Results (Standalone And Consolidated) Of The Company For The Quarter And Year Ended 31St March 2026 And Recommendation Of Dividend For The Financial Year Ended 31St March 2026 7h - Board meeting on 30 Apr 2026 to approve Q4/FY26 audited results and dividend recommendation.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/42829c8a-6d04-4ada-b26b-8ee538ae8df7.pdf)
,"6h - Details of Q4 & FY26 Earnings Conference Call scheduled to be held on Thursday, 30th April 2026 at 4:30 PM IST.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 6h - Details of Q4 & FY26 Earnings Conference Call scheduled to be held on Thursday, 30th April 2026 at 4:30 PM IST.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/b4f22b7f-e4e6-460e-9a46-d17a580155df.pdf)"
,"6 Apr - Certificates received from KFin Technologies Limited, RTA of the Company, confirming compliance with Regulation 74(5) of the SEBI (Depositories and Participants) Regulations, 2018, for the …","[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 6 Apr - Certificates received from KFin Technologies Limited, RTA of the Company, confirming compliance with Regulation 74(5) of the SEBI (Depositories and Participants) Regulations, 2018, for the …](https://www.bseindia.com/xml-data/corpfiling/AttachHis/bda356dc-1cfb-4c84-9994-653fd0667342.pdf)"
,4 Feb - Transcript of the Earnings Conference Call - Q3 & 9M FY26 held on 30th January 2026 at 10:00 AM IST.,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript 4 Feb - Transcript of the Earnings Conference Call - Q3 & 9M FY26 held on 30th January 2026 at 10:00 AM IST.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/bb2c8ab1-9199-4b68-b2ad-b4879cef9f88.pdf)
,"30 Apr - Usha Martin reported Q4 FY26 revenue of Rs. 979.3 crore and FY26 PAT of Rs. 491.2 crore on April 30, 2026.","[Announcement under Regulation 30 (LODR)-Press Release / Media Release 30 Apr - Usha Martin reported Q4 FY26 revenue of Rs. 979.3 crore and FY26 PAT of Rs. 491.2 crore on April 30, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/98376988-a518-4688-bc91-65e3d1c1b342.pdf)"
,"30 Apr - Usha Martin reported Q4 FY26 revenue of Rs. 979.3 crore and FY26 PAT of Rs. 491.2 crore on April 30, 2026.","[Announcement under Regulation 30 (LODR)-Press Release / Media Release 30 Apr - Usha Martin reported Q4 FY26 revenue of Rs. 979.3 crore and FY26 PAT of Rs. 491.2 crore on April 30, 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/98376988-a518-4688-bc91-65e3d1c1b342.pdf)"
,30 Apr - Q4 & FY26 earnings conference call audio recording uploaded on 30 April 2026.,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 30 Apr - Q4 & FY26 earnings conference call audio recording uploaded on 30 April 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/2ecf627a-3b84-45f5-93f0-f83d2295c7a3.pdf)
,30 Apr - Q4 & FY26 earnings conference call audio recording uploaded on 30 April 2026.,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome 30 Apr - Q4 & FY26 earnings conference call audio recording uploaded on 30 April 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/2ecf627a-3b84-45f5-93f0-f83d2295c7a3.pdf)
