Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,127.5%,106.64%,879.98%
,ebitda margin growth,15.25%,-492.64%,-533.84%,811.34%
,net income growth,4.31%,-303.56%,—,—
,revenue growth,19.87%,-87.33%,6%,16%
,roce,-11.03%,-228.33%,-760.78%,-1.75%
,roe,-4.31%,-367.1%,-5.8%,854.15%
