Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,35.92%,35.92%,35.92%,35.86%,35.86%,35.86%,35.86%,35.86%,35.86%,35.86%,35.86%,35.86%
FIIs,11.77%,11.07%,11.58%,11.65%,11.32%,11%,10.57%,10.67%,9.9%,9.42%,9.62%,9.65%
DIIs,15.59%,15.93%,15.88%,16.84%,16.74%,16.24%,16.07%,15.57%,15.88%,15.77%,16.43%,16.7%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,17.37%,17.78%,17.47%,16.55%,16.92%,17.59%,18.11%,18.48%,19.06%,19.65%,18.74%,18.38%
Others,19.36%,19.31%,19.16%,19.1%,19.17%,19.31%,19.39%,19.43%,19.3%,19.3%,19.35%,19.4%
No. of Shareholders,128513,125351,128440,112071,124788,137311,157533,159021,176353,189711,182413,183583
