Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-34.22%,-42.5%,-26.95%
,ebitda margin growth,-3.64%,1.95%,4.4%,8.67%
,net income growth,-3.94%,9.43%,5%,9%
,revenue growth,2.68%,11.88%,5%,10%
,roce,-3.61%,-0.6%,2.63%,23.96%
,roe,-3.95%,-1.92%,17.57%,-15.87%
