Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,108.95%,-6.79%,11.64%
,ebitda margin growth,-89.06%,0.23%,6.77%,2.89%
,net income growth,-107.22%,-226.18%,6%,0%
,revenue growth,-80.42%,1.84%,2%,1%
,roce,-97.59%,—,—,4.37%
,roe,-107.22%,-348.15%,-9.23%,-312%
