Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,64.84%,64.84%,64.84%,64.84%,64.84%,64.84%,64.84%,64.84%,64.84%,64.84%,64.84%,64.84%
FIIs,5.53%,3.73%,5.08%,6.07%,7.62%,7.99%,8.33%,8.83%,8.73%,9.09%,8.8%,9.3%
DIIs,13.19%,16.66%,20.6%,20.63%,18.86%,18.42%,18.48%,18.17%,18.52%,18.43%,18.83%,17.87%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,11.41%,10.3%,5.54%,4.69%,4.87%,5.03%,4.72%,4.69%,4.51%,4.29%,4.18%,4.48%
Others,5.03%,4.46%,3.94%,3.76%,3.81%,3.72%,3.62%,3.46%,3.41%,3.34%,3.35%,3.5%
No. of Shareholders,96387,98238,100689,89459,93906,96701,92138,93526,96349,92368,89480,98747
