Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,40.75%,26.25%,152.61%
,ebitda margin growth,24.11%,-1.42%,-8.39%,-9.16%
,net income growth,31.08%,9.7%,8%,22%
,revenue growth,6.32%,15.82%,17%,23%
,roce,30.92%,-3.07%,-10.47%,17.07%
,roe,31.08%,-3.96%,12.78%,11.27%
