Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,3259,2543,2756,2879,3238,2439,3189,5143,5177,4082,4499,5207
Expenses,1379,1432,1587,1462,1553,1525,1985,2355,2181,2052,2249,2334
Operating Profit,1880,1111,1169,1418,1685,914,1204,2789,2996,2030,2250,2873
OPM %,58,44,42,49,52,37,38,54,58,50,50,55
Other Income,134,120,130,167,230,206,313,271,186,111,356,232
Interest,514,521,533,511,518,564,675,1306,1418,1485,1608,1519
Depreciation,409,400,427,375,392,406,482,739,809,829,809,890
Profit before tax,1092,310,339,698,1005,150,361,1015,955,-173,188,696
Tax %,22,25,-2,24,13,-5,-15,18,14,-406,-205,23
Net Profit,857,232,345,534,877,157,415,836,824,529,574,533
EPS in Rs,5.17,1.41,2.14,2.99,4.88,0.96,2.33,4.25,4.03,2.4,2.11,2.57
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,8049,9138,8273,6922,8167,10332,11486,11745,18901,18965,,
Expenses,5336,6283,5316,4009,4596,7050,6104,6524,8833,8816,,
Operating Profit,2713,2855,2957,2913,3572,3282,5382,5221,10068,10149,,
OPM %,34,31,36,42,44,32,47,44,53,54,,
Other Income,47,398,376,248,575,674,472,916,920,884,,
Interest,1456,1192,1051,896,777,844,2053,2269,5816,6030,,
Depreciation,966,1164,1738,1167,1131,1169,1633,1655,3185,3336,,
Profit before tax,338,897,544,1099,2238,1943,2167,2214,1986,1666,,
Tax %,75,24,6,25,22,24,20,10,-39,—,,
Net Profit,85,684,1081,823,1743,1480,1725,1983,2762,2459,,
EPS in Rs,0.48,4.24,6.7,4.84,10.51,8.99,10.47,11.16,12.74,11.11,,
Dividend Payout %,0,24,15,41,19,22,19,18,16,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,1628,1640,1641,1642,1642,1640,1641,1641,1745,1756,,
Reserves,8741,9470,10181,10004,12865,15775,16988,19191,25616,28995,,
Borrowings,14349,11883,10555,9840,8371,8943,25051,31573,50185,76946,,
Other Liabilities,3672,3728,3549,3445,3328,4157,4737,5362,11909,16110,,
Total Liabilities,28389,26721,25926,24931,26207,30514,48417,57767,89455,123807,,
Fixed Assets,19491,18877,17825,16713,15637,14831,25020,28946,54155,74523,,
CWIP,531,294,400,391,473,2091,4788,10285,10281,17465,,
Investments,1579,2415,2451,1854,4052,6623,6033,7035,9755,11379,,
Other Assets,6789,5135,5251,5974,6045,6970,12576,11501,15264,20441,,
Total Assets,28389,26721,25926,24931,26207,30514,48417,57767,89455,123807,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,3853,3934,2491,2082,3700,2952,2084,6234,3838,9898,,
Cash from Investing Activity,-762,-215,-55,301,-1030,-1387,-6778,-8197,-22990,-18523,,
Cash from Financing Activity,-2595,-3968,-2523,-1962,-2515,-781,7327,1675,20223,10617,,
Net Cash Flow,496,-249,-87,421,155,784,2634,-289,1072,1993,,
Free Cash Flow,3484,3815,2273,1989,3358,658,-2152,-1798,-2868,-213,,
CFO/OP,123,151,94,76,133,95,74,123,80,101,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,96,52,57,93,51,30,54,27,41,31,,
Cash Conversion Cycle,96,52,57,93,51,30,54,27,41,31,,
Working Capital Days,-61,-100,-72,-44,-14,-108,-159,-124,-200,-268,,
ROCE %,10,9,9,7,9,12,7,9,6,8,,
