Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,5.34%,—,—
,ebitda margin growth,20.28%,4.83%,—,—
,net income growth,21.77%,-6.34%,15%,11%
,revenue growth,19.72%,-6.62%,10%,14%
,roce,21.52%,-38.82%,—,—
,roe,21.64%,-44.11%,—,—
