Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-3.52%,-14.22%,0.02%
,ebitda margin growth,157.32%,-10.47%,3.4%,-28.96%
,net income growth,126.87%,-140.91%,-9%,-10%
,revenue growth,-1.84%,2.88%,7%,9%
,roce,-142.39%,-104.82%,-105.79%,15.22%
,roe,-126.87%,-145.84%,6.92%,-137.58%
