Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1913,2493,2192,2527,2170,2843,2617,2965,2119,3081,2536,3279
Expenses,1715,2286,2047,2351,1993,2679,2445,2806,1947,2880,2328,3108
Operating Profit,197,208,144,176,177,164,173,160,173,200,209,171
OPM %,10,8,7,7,8,6,7,5,8,6,8,5
Other Income,23,-155,55,19,19,21,11,24,31,-20,6,7
Interest,21,22,22,20,19,16,10,5,14,13,19,12
Depreciation,33,34,34,33,33,32,23,26,26,27,25,28
Profit before tax,167,-3,144,142,144,137,151,153,164,141,170,137
Tax %,25,1389,23,25,26,23,29,28,27,26,23,21
Net Profit,124,-46,110,106,106,105,108,109,120,104,130,108
EPS in Rs,4.43,-1.65,3.94,3.77,3.8,3.74,3.83,3.9,4.29,3.72,4.65,3.86
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,2454,2961,3743,4228,5553,7449,8613,10157,10701,11015,,
Expenses,2223,2625,3370,3848,5090,6845,7885,9468,9958,10263,,
Operating Profit,231,336,373,380,464,604,728,690,743,752,,
OPM %,9,11,10,9,8,8,8,7,7,7,,
Other Income,47,30,58,28,102,71,-50,71,40,24,,
Interest,5,3,15,15,18,19,85,65,51,58,,
Depreciation,12,13,37,40,47,59,132,121,104,107,,
Profit before tax,260,349,379,352,500,597,461,574,627,612,,
Tax %,26,29,27,31,25,24,33,26,26,—,,
Net Profit,192,249,277,244,376,452,308,425,464,463,,
EPS in Rs,6.87,8.89,9.88,8.7,13.42,16.12,11,15.14,16.56,16.52,,
Dividend Payout %,57,53,76,60,58,48,103,29,47,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,10,10,10,10,10,10,14,28,28,28,,
Reserves,580,643,758,659,895,1089,1287,1379,1678,1877,,
Borrowings,55,34,16,86,185,159,590,765,516,723,,
Other Liabilities,552,545,744,861,856,1297,2466,2889,2448,2354,,
Total Liabilities,1198,1232,1528,1616,1947,2555,4357,5061,4670,4982,,
Fixed Assets,118,114,199,298,324,427,1732,1671,1603,1823,,
CWIP,0,0,1,0,0,0,1,0,26,74,,
Investments,128,198,146,14,76,159,220,245,249,186,,
Other Assets,951,920,1182,1305,1547,1970,2404,3145,2792,2898,,
Total Assets,1198,1232,1528,1616,1947,2555,4357,5061,4670,4982,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,185,290,-6,369,443,450,268,281,644,538,,
Cash from Investing Activity,-3,104,12,139,-112,-87,-771,-53,-437,-209,,
Cash from Financing Activity,-173,-140,-166,-310,-62,-271,187,-108,-433,-266,,
Net Cash Flow,9,253,-160,198,268,93,-316,119,-226,63,,
Free Cash Flow,185,283,-14,360,441,441,227,281,577,425,,
CFO/OP,139,149,24,133,152,131,73,75,117,95,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,80,59,100,68,53,59,61,68,63,63,,
Inventory Days,0,0,0,0,0,0,2,6,2,2,,
Days Payable,—,—,—,—,—,—,87,89,80,84,,
Cash Conversion Cycle,80,59,100,68,53,59,-24,-15,-15,-19,,
Working Capital Days,8,-11,24,-4,-18,-17,-34,-47,-21,-16,,
ROCE %,35,39,46,51,39,44,39,36,29,31,,
