Item,Indicator,Value,Signal
,SMA (10),23194,Buy
,EMA (10),23315.7,Buy
,SMA (20),23261.45,Buy
,EMA (20),22960.06,Buy
,SMA (50),21238.86,Buy
,EMA (50),21476.36,Buy
,SMA (100),19048.37,Buy
,EMA (100),19606.33,Buy
,SMA (200),16601.33,Buy
,EMA (200),17557.73,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),59.07,Neutral
,"MACD (12,26,9)",588.92,Sell
,"Stochastic (14,3,3)",60.5,Neutral
,ADX (14),40.75,Buy
,Williams %R (14),-38.12,Neutral
,ATR (14),724.45,High Volatility
,ROC (12),-0.04,Sell
,Stoch RSI (14),28.79,Neutral
,"UO (7,14,28)",50.83,Neutral
