Item,Indicator,Value,Signal
,SMA (10),14.88,Buy
,EMA (10),14.95,Buy
,SMA (20),14.63,Buy
,EMA (20),14.64,Buy
,SMA (50),13.89,Buy
,EMA (50),14.09,Buy
,SMA (100),13.54,Buy
,EMA (100),13.37,Buy
,SMA (200),12,Buy
,EMA (200),12.13,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),56.93,Neutral
,"MACD (12,26,9)",0.4,Buy
,"Stochastic (14,3,3)",64.54,Neutral
,ADX (14),30.14,Buy
,Williams %R (14),-44.09,Neutral
,ATR (14),0.51,High Volatility
,ROC (12),-0.6,Sell
,Stoch RSI (14),25.97,Neutral
,"UO (7,14,28)",47.45,Neutral
