Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,157.77%,336.97%,—
,ebitda margin growth,78.07%,—,-364.26%,-672.86%
,net income growth,-740.74%,127.37%,-363.73%,-319.26%
,revenue growth,11.25%,-63.48%,-53%,-31%
,roce,-55.14%,220.78%,-265.22%,2.44%
,roe,-741.74%,138.64%,-3.28%,-329.65%
