Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-76.4%,320.31%,-94.85%
,ebitda margin growth,—,15.26%,22.17%,195.91%
,net income growth,-31.15%,29.06%,12%,37%
,revenue growth,6.73%,8.88%,4%,2%
,roce,-29.47%,-0.25%,-12.75%,-41.46%
,roe,-31.15%,12.61%,11.96%,109%
