Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,9.22%,32.74%,474.07%
,ebitda margin growth,-27.64%,28.27%,-2.61%,94.01%
,net income growth,-30.56%,39.95%,30%,39%
,revenue growth,-17.57%,37.13%,19%,17%
,roce,-30.5%,11.7%,-21.85%,20.56%
,roe,-30.56%,13.83%,19.96%,155.86%
