Item,Indicator,Value,Signal
,SMA (10),2550.42,Sell
,EMA (10),2539.48,Sell
,SMA (20),2570.45,Sell
,EMA (20),2566.62,Sell
,SMA (50),2651.4,Sell
,EMA (50),2617.1,Sell
,SMA (100),2666.13,Sell
,EMA (100),2652.78,Sell
,SMA (200),2717.45,Sell
,EMA (200),2712.7,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),31.67,Neutral
,"MACD (12,26,9)",-34.4,Sell
,"Stochastic (14,3,3)",9.93,Buy
,ADX (14),23.32,Neutral
,Williams %R (14),-88.09,Buy
,ATR (14),46.79,Neutral
,ROC (12),-3.89,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",36.74,Neutral
