Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,183.19%,320.08%,485.97%
,ebitda margin growth,-25.05%,3.78%,15.2%,73.31%
,net income growth,-28.57%,12.24%,16%,41%
,revenue growth,-7.94%,9.21%,6%,17%
,roce,-28.51%,-0.64%,-3.44%,16.61%
,roe,-28.59%,-2.23%,14.3%,108.48%
