Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,10.88%,136.75%,62.64%
,ebitda margin growth,12.96%,0.71%,99.61%,39.94%
,net income growth,16.3%,10.04%,59%,35%
,revenue growth,5.03%,7.96%,8%,15%
,roce,15.36%,-8.58%,98%,25.63%
,roe,16.3%,-9.33%,23.41%,14.12%
