Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,11.39%,24.15%,72.56%
,ebitda margin growth,177.44%,-13.53%,7.5%,-14.67%
,net income growth,243.03%,-13.8%,19%,11%
,revenue growth,40.69%,6.76%,17%,19%
,roce,193.92%,-18.46%,2.62%,19.17%
,roe,243.03%,-21.51%,21.41%,24.56%
