Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,62.4%,62.4%,62.4%,62.4%,62.4%,62.4%,62.4%,62.4%,62.4%,62.4%,62.4%,62.4%
FIIs,7.1%,7.34%,8.08%,7.78%,7.54%,7.45%,7.37%,7.28%,7.27%,7.19%,4.86%,3.9%
DIIs,10.54%,11.99%,12.73%,13.76%,13.93%,13.72%,13.89%,14.16%,14.18%,14.02%,14.86%,14.86%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,18.68%,17.04%,15.7%,14.99%,15.08%,15.33%,15.27%,15.11%,15.06%,15.28%,16.52%,17.37%
Others,1.29%,1.24%,1.1%,1.06%,1.05%,1.1%,1.08%,1.06%,1.09%,1.11%,1.37%,1.47%
No. of Shareholders,2026800,1928850,1910310,1928720,1924350,1959520,1994640,1958670,1925770,1902500,1932720,1945650
