Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,101.16%,6.62%,70.29%
,ebitda margin growth,46.57%,7.09%,-17.04%,16.8%
,net income growth,-44.71%,22.39%,26%,24%
,revenue growth,1.47%,9.13%,5%,10%
,roce,122.4%,-19.52%,-47.45%,10.05%
,roe,-44.71%,8.17%,9.4%,51.2%
