Item,Indicator,Value,Signal
,SMA (10),924.77,Sell
,EMA (10),921.22,Sell
,SMA (20),944.33,Sell
,EMA (20),930.58,Sell
,SMA (50),924.53,Sell
,EMA (50),924.82,Sell
,SMA (100),899.14,Buy
,EMA (100),923.51,Sell
,SMA (200),950.64,Sell
,EMA (200),951.75,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),39.12,Neutral
,"MACD (12,26,9)",-6.79,Sell
,"Stochastic (14,3,3)",6.98,Buy
,ADX (14),17.24,Neutral
,Williams %R (14),-81.59,Buy
,ATR (14),24.53,Neutral
,ROC (12),-7.83,Sell
,Stoch RSI (14),1.79,Buy
,"UO (7,14,28)",40.93,Neutral
