Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,649.38%,17.41%,115.27%
,ebitda margin growth,7.88%,16.73%,50.35%,57.92%
,net income growth,9.7%,87.94%,126%,69%
,revenue growth,5.19%,59.07%,77%,52%
,roce,9.42%,33.8%,79.4%,22.66%
,roe,9.7%,26.58%,29.15%,314.92%
