Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,15.88%,95.41%,146.73%
,ebitda margin growth,28.6%,2.85%,5.79%,-1.37%
,net income growth,54.14%,32.78%,39%,48%
,revenue growth,19.81%,20.58%,19%,24%
,roce,44.37%,12.12%,27.69%,11.26%
,roe,54.1%,14.69%,9.8%,169.52%
