Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,170.77%,331.86%,40.04%
,ebitda margin growth,-20.55%,28.39%,43.4%,62.55%
,net income growth,-20.68%,96.98%,50%,55%
,revenue growth,-19.78%,46.62%,22%,11%
,roce,-19.91%,62.94%,120.08%,21.71%
,roe,-20.69%,56.8%,19.35%,40.78%
