Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,60.61%,97.75%,—
,ebitda margin growth,22.34%,9.32%,7.45%,17.03%
,net income growth,25.42%,12.18%,71%,69%
,revenue growth,14.41%,16.34%,35%,51%
,roce,31.32%,-3.55%,-29.16%,23.28%
,roe,25.41%,-11.86%,29.24%,—
