Item,Indicator,Value,Signal
,SMA (10),3333.29,Sell
,EMA (10),3346.78,Sell
,SMA (20),3446.92,Sell
,EMA (20),3417.88,Sell
,SMA (50),3559.35,Sell
,EMA (50),3486.08,Sell
,SMA (100),3460.72,Sell
,EMA (100),3507.84,Sell
,SMA (200),3589.51,Sell
,EMA (200),3510.64,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),30.92,Neutral
,"MACD (12,26,9)",-80.29,Sell
,"Stochastic (14,3,3)",5.45,Buy
,ADX (14),22.22,Neutral
,Williams %R (14),-91.5,Buy
,ATR (14),72.83,Neutral
,ROC (12),-8.53,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",39.33,Neutral
