Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,2293,2626,4203,4921,2619,3105,4768,3939,2347,3071,4888,4674
Expenses,2256,2633,4051,4527,2489,2940,4467,3786,2313,2926,4703,4445
Operating Profit,37,-8,152,394,130,165,301,153,34,145,185,228
OPM %,1.6,-0.3,3.6,8,5,5,6,3.9,1.4,4.7,3.8,4.9
Other Income,71,58,54,80,105,59,80,82,65,22,43,91
Interest,11,14,21,10,14,16,23,14,20,31,22,13
Depreciation,12,13,12,13,16,18,14,18,24,21,21,21
Profit before tax,85,24,174,452,205,191,343,203,54,116,184,285
Tax %,58,216,36,26,35,31,31,31,42,27,39,25
Net Profit,36,-28,111,335,133,131,236,141,32,84,113,213
EPS in Rs,1.11,-0.92,3.52,10.1,4.05,3.99,7.28,4.24,1.04,2.57,3.51,6.46
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,6404,7124,7658,7556,7934,9499,12481,15413,14244,14979,,
Expenses,5742,6564,7040,6975,7362,9045,12145,14423,13728,14387,,
Operating Profit,663,560,618,580,572,454,336,990,516,592,,
OPM %,10,8,8,8,7,4.8,2.7,6,3.6,4,,
Other Income,178,174,179,189,188,-77,253,324,212,221,,
Interest,12,33,21,26,26,30,56,62,87,86,,
Depreciation,24,24,32,34,37,40,48,62,84,87,,
Profit before tax,805,677,744,709,697,307,486,1191,557,640,,
Tax %,28,24,30,25,27,56,49,30,34,—,,
Net Profit,578,514,521,529,506,136,248,834,370,442,,
EPS in Rs,17.3,15.35,15.63,15.87,15.23,4.08,7.62,25.43,11.36,13.58,,
Dividend Payout %,23,26,26,32,36,104,72,28,35,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,33,33,33,33,33,33,33,33,33,33,,
Reserves,3274,3872,4077,4247,4960,5466,5419,5787,6480,6343,,
Borrowings,171,142,315,219,261,361,651,744,892,992,,
Other Liabilities,2991,3249,3091,3657,3402,3874,4171,5430,5702,7127,,
Total Liabilities,6469,7296,7515,8156,8655,9734,10274,11994,13108,14496,,
Fixed Assets,300,297,343,380,388,384,525,548,973,1080,,
CWIP,1,4,16,26,9,59,98,368,82,22,,
Investments,2268,2754,2386,2343,3046,3615,3109,3508,3243,2762,,
Other Assets,3901,4242,4771,5406,5212,5676,6542,7571,8809,10632,,
Total Assets,6469,7296,7515,8156,8655,9734,10274,11994,13108,14496,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,428,325,-321,462,556,584,159,762,-225,71,,
Cash from Investing Activity,-73,-199,393,-210,-256,-365,-82,-522,158,297,,
Cash from Financing Activity,-211,-181,-18,-294,-122,-107,55,-116,-100,-262,,
Net Cash Flow,143,-55,53,-42,179,113,133,123,-166,105,,
Free Cash Flow,405,292,-402,379,537,537,-18,473,-416,-58,,
CFO/OP,111,87,-9,108,108,140,72,289,9,55,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,88,89,92,87,87,97,84,70,53,78,,
Inventory Days,78,65,76,97,84,103,79,79,83,113,,
Days Payable,172,174,165,177,161,182,149,140,119,172,,
Cash Conversion Cycle,-6,-19,3,7,9,18,14,9,17,19,,
Working Capital Days,25,32,41,49,47,38,31,18,43,44,,
ROCE %,22,22,17,18,15,13,10,9,18,9,,
