Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,17.76%,25.05%,59.77%
,ebitda margin growth,-6.1%,-3.67%,-11.73%,-2.3%
,net income growth,0.75%,18.63%,13%,12%
,revenue growth,-1.24%,14.84%,14%,12%
,roce,-7.51%,4.8%,-0.84%,8.61%
,roe,0.75%,9.46%,6.99%,6.65%
