Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,4.86%,1.5%,100.97%
,ebitda margin growth,0.93%,3.51%,-2.41%,15.23%
,net income growth,-12.7%,16.49%,8%,6%
,revenue growth,6%,6.64%,6%,8%
,roce,2.04%,4.34%,-0.66%,61.76%
,roe,-12.7%,-0.62%,50.97%,-15.74%
