Item,Indicator,Value,Signal
,SMA (10),113.21,Sell
,EMA (10),113.36,Sell
,SMA (20),114.86,Sell
,EMA (20),114.8,Sell
,SMA (50),118.56,Sell
,EMA (50),118.06,Sell
,SMA (100),123.79,Sell
,EMA (100),121.56,Sell
,SMA (200),126.39,Sell
,EMA (200),128.24,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),36.35,Neutral
,"MACD (12,26,9)",-1.9,Sell
,"Stochastic (14,3,3)",8.6,Buy
,ADX (14),16.94,Neutral
,Williams %R (14),-95.93,Buy
,ATR (14),2.15,Neutral
,ROC (12),-5.97,Sell
,Stoch RSI (14),8.64,Buy
,"UO (7,14,28)",39.68,Neutral
