Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,865,996,891,906,891,1049,963,904,799,1152,925,1039
Expenses,632,682,682,692,645,715,744,692,622,768,739,815
Operating Profit,233,314,209,214,246,334,219,212,177,384,186,225
OPM %,27,32,24,24,28,32,23,23,22,33,20,22
Other Income,11,11,11,10,22,15,21,22,21,9,23,18
Interest,2,3,3,2,2,2,3,2,3,3,3,6
Depreciation,46,46,48,44,45,46,44,44,45,45,42,43
Profit before tax,196,276,169,178,220,301,194,187,150,345,164,195
Tax %,8,6,13,16,4,7,16,12,1,7,13,29
Net Profit,180,261,147,151,211,279,162,164,148,319,143,139
EPS in Rs,4.09,5.92,3.41,3.5,4.87,6.39,3.72,3.76,3.4,7.32,3.28,3.15
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,2531,2695,2655,2881,3192,3406,3578,3809,3780,3915,,
Expenses,1812,1970,1970,2000,2254,2550,2632,2796,2820,2943,,
Operating Profit,719,725,685,880,938,855,946,1014,960,972,,
OPM %,28,27,26,31,29,25,26,27,25,25,,
Other Income,19,25,46,69,90,69,41,68,75,72,,
Interest,34,21,21,13,5,7,10,9,11,14,,
Depreciation,311,325,336,367,335,247,186,178,177,176,,
Profit before tax,393,403,374,569,688,670,791,894,846,854,,
Tax %,22,25,19,20,-22,6,8,10,8,—,,
Net Profit,306,303,302,455,837,627,724,803,775,750,,
EPS in Rs,6.77,6.68,6.67,10.23,19.02,14.5,16.58,18.48,17.76,17.15,,
Dividend Payout %,52,60,60,78,42,55,48,54,56,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,23,23,45,45,44,44,44,44,44,44,,
Reserves,1732,1991,2031,1778,1718,2032,2259,2403,2651,2880,,
Borrowings,473,326,110,210,101,282,91,94,90,162,,
Other Liabilities,376,458,633,644,656,692,703,728,741,745,,
Total Liabilities,2603,2798,2819,2678,2520,3050,3096,3269,3525,3831,,
Fixed Assets,1994,1802,1680,1459,1132,1344,1245,1114,984,886,,
CWIP,22,30,36,8,6,3,6,8,15,1,,
Investments,128,314,187,156,255,303,293,442,676,834,,
Other Assets,460,652,915,1055,1126,1400,1551,1706,1850,2108,,
Total Assets,2603,2798,2819,2678,2520,3050,3096,3269,3525,3831,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,730,588,554,531,922,644,749,779,896,801,,
Cash from Investing Activity,-306,-276,-26,-231,-224,-234,-122,-210,-345,-174,,
Cash from Financing Activity,-496,-324,-428,-405,-688,-402,-608,-563,-500,-554,,
Net Cash Flow,-72,-12,100,-106,9,8,19,6,52,72,,
Free Cash Flow,448,465,421,383,890,164,719,750,852,770,,
CFO/OP,105,93,89,89,115,84,101,98,107,101,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,14,22,29,42,29,37,44,50,43,33,,
Inventory Days,83,87,88,102,118,121,100,102,94,128,,
Days Payable,85,109,115,135,138,138,124,143,133,153,,
Cash Conversion Cycle,12,1,2,9,10,19,20,9,4,8,,
Working Capital Days,-62,-32,-6,7,-3,0,28,30,25,21,,
ROCE %,23,22,19,18,29,31,28,32,32,28,,
