Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,146.89%,133.42%,—
,ebitda margin growth,-40.96%,55.43%,101.49%,83.14%
,net income growth,-44.15%,122.19%,62%,46%
,revenue growth,-25.32%,34.89%,30%,32%
,roce,-43.21%,67.9%,155.96%,18.5%
,roe,-44.15%,71.44%,13.37%,51.16%
