Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,688.27%,—,652.64%
,ebitda margin growth,-25.03%,2.82%,0%,225%
,net income growth,-32.42%,-27.2%,67%,128%
,revenue growth,-19.92%,-25.09%,46%,66%
,roce,-30.23%,-32.99%,-60.57%,20.42%
,roe,-32.58%,-35.15%,18.73%,—
