Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-45.18%,-57.2%,15.86%
,ebitda margin growth,2.71%,-2.95%,-6.28%,11.25%
,net income growth,3.8%,5.98%,17%,24%
,revenue growth,-5.82%,5.95%,17%,17%
,roce,3.69%,-7.01%,0.18%,5.35%
,roe,3.8%,-8.22%,16.14%,10.8%
