Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,531,741,741,527,589,800,827,574,598,873,895,657
Expenses,388,417,437,392,414,443,477,414,444,497,561,490
Operating Profit,143,324,304,135,175,357,351,160,154,376,334,167
OPM %,27,44,41,26,30,45,42,28,26,43,37,25
Other Income,26,18,69,37,40,48,43,-66,53,26,78,45
Interest,6,5,2,5,5,6,6,6,6,6,6,6
Depreciation,33,34,33,33,34,34,33,33,35,37,38,37
Profit before tax,130,304,338,134,175,364,355,54,166,360,368,169
Tax %,28,24,27,28,24,23,26,32,30,29,32,29
Net Profit,94,230,248,97,133,279,262,37,117,255,249,120
EPS in Rs,1.49,3.51,3.56,1.47,2.08,4.23,4.04,0.54,1.82,3.89,3.8,1.87
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1599,1811,1596,494,985,2019,2511,2743,2940,3023,,
Expenses,1298,1405,1301,847,1019,1419,1584,1715,1916,1993,,
Operating Profit,300,406,295,-354,-34,599,927,1028,1024,1030,,
OPM %,19,22,18,-72,-3.4,30,37,37,35,34,,
Other Income,121,8,73,49,100,16,141,156,91,202,,
Interest,23,50,56,41,35,36,19,21,23,23,,
Depreciation,117,133,146,129,124,126,131,134,143,146,,
Profit before tax,281,231,166,-476,-93,454,917,1028,949,1064,,
Tax %,30,36,1,-21,2,27,26,25,31,—,,
Net Profit,196,149,165,-375,-95,329,678,770,657,741,,
EPS in Rs,2.87,2.1,2.38,-5.91,-1.56,5.03,10.22,11.82,10.05,11.38,,
Dividend Payout %,29,39,0,0,0,22,12,13,15,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,114,114,114,114,125,125,125,125,125,125,,
Reserves,2666,2768,2879,3022,2979,2902,3250,3814,4488,5137,,
Borrowings,359,502,550,647,510,475,238,199,265,252,,
Other Liabilities,540,680,698,658,510,635,782,906,953,1033,,
Total Liabilities,3680,4064,4242,4442,4125,4137,4395,5045,5831,6548,,
Fixed Assets,2092,2548,2628,3007,2885,2854,2871,2885,3143,3880,,
CWIP,321,148,79,130,169,55,96,170,308,219,,
Investments,288,327,428,459,411,365,384,448,548,656,,
Other Assets,979,1042,1107,846,659,863,1044,1542,1833,1793,,
Total Assets,3680,4064,4242,4442,4125,4137,4395,5045,5831,6548,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,243,272,282,317,-139,-19,614,712,825,993,,
Cash from Investing Activity,-269,-318,-232,-163,-53,23,-300,-546,-419,-1057,,
Cash from Financing Activity,-4,45,-19,-184,170,20,-299,-167,-113,-141,,
Net Cash Flow,-30,-1,31,-31,-23,25,16,-1,293,-205,,
Free Cash Flow,-13,-37,125,147,-210,13,477,494,346,302,,
CFO/OP,113,112,91,115,36,45,111,95,99,121,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,43,51,50,47,58,43,41,29,32,32,,
Inventory Days,81,83,89,112,256,134,121,99,88,84,,
Days Payable,282,312,343,380,893,453,577,422,410,411,,
Cash Conversion Cycle,-157,-178,-204,-222,-579,-277,-416,-294,-290,-295,,
Working Capital Days,-14,-50,-55,-55,-160,-99,-29,-31,-23,-17,,
ROCE %,7,9,10,6,-11,-3,16,24,23,21,,
