Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-8.1%,-33.95%,548.6%
,ebitda margin growth,44.34%,-17.01%,-18.43%,-35.82%
,net income growth,77.6%,-9.48%,24%,21%
,revenue growth,26.95%,26.91%,30%,26%
,roce,73.2%,-16.54%,12.8%,13.97%
,roe,77.52%,-16.22%,11.75%,32.45%
