Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1610,1634,1754,1808,1810,1782,2218,2059,2164,2536,2964,3168
Expenses,1489,1521,1639,1713,1725,1672,2023,1917,1988,2332,2702,2885
Operating Profit,121,113,115,95,86,111,194,142,176,204,262,283
OPM %,8,7,7,5,4.7,6,9,7,8,8,9,9
Other Income,15,12,20,19,7,14,13,13,17,-3,15,49
Interest,14,12,13,12,16,16,15,15,16,19,25,26
Depreciation,17,16,16,16,17,18,19,20,22,24,26,30
Profit before tax,105,96,106,86,60,90,173,120,155,159,225,276
Tax %,29,26,26,25,17,24,25,25,25,26,25,26
Net Profit,74,71,79,64,50,69,129,90,116,118,168,205
EPS in Rs,6.57,6.29,6.98,5.71,4.38,6.06,11.42,7.93,10.28,10.46,14.84,18.14
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,,,
---,---,---,---,---,---,---,---,---,,,,
Sales,2479,2724,4386,5599,6595,7618,9722,10832,,,,
Expenses,2272,2492,4082,5276,6133,7131,8936,9907,,,,
Operating Profit,207,232,304,323,462,487,786,925,,,,
OPM %,8,9,7,6,7,6,8,9,,,,
Other Income,27,23,50,35,64,53,43,78,,,,
Interest,37,29,24,43,54,60,77,86,,,,
Depreciation,39,45,46,60,65,70,92,102,,,,
Profit before tax,158,181,284,256,406,409,659,815,,,,
Tax %,22,25,25,26,27,24,25,—,,,,
Net Profit,122,135,214,190,298,312,492,608,,,,
EPS in Rs,52.32,56.6,89.42,19.84,26.43,27.56,43.52,53.72,,,,
Dividend Payout %,25,0,11,23,23,22,22,—,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
Equity Capital,23,24,24,48,56,57,57,,,,,
Reserves,881,1023,1226,957,1772,2096,2518,,,,,
Borrowings,400,507,533,996,360,290,337,,,,,
Other Liabilities,242,161,268,633,681,1074,1710,,,,,
Total Liabilities,1545,1715,2051,2634,2869,3517,4621,,,,,
Fixed Assets,391,399,398,517,535,769,1173,,,,,
CWIP,15,7,43,44,164,235,72,,,,,
Investments,221,237,268,363,342,239,255,,,,,
Other Assets,919,1072,1342,1710,1830,2274,3121,,,,,
Total Assets,1545,1715,2051,2634,2869,3517,4621,,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
Cash from Operating Activity,216,-71,98,454,339,494,295,,,,,
Cash from Investing Activity,-128,-6,-63,-334,-84,-169,-263,,,,,
Cash from Financing Activity,-82,74,-32,-102,-205,-191,-162,,,,,
Net Cash Flow,5,-3,4,19,50,134,-130,,,,,
Free Cash Flow,123,-118,35,346,152,129,7,,,,,
CFO/OP,120,-13,56,158,94,121,57,,,,,
Item,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,
---,---,---,---,---,---,---,---,,,,,
Debtor Days,62,56,43,39,35,39,37,,,,,
Inventory Days,71,91,72,69,61,59,81,,,,,
Days Payable,34,19,17,35,29,44,63,,,,,
Cash Conversion Cycle,99,128,98,72,67,54,56,,,,,
Working Capital Days,50,62,49,31,40,34,41,,,,,
ROCE %,—,15,18,16,22,20,28,,,,,
