Item,Date,Document
,2026-08-18,[Announcement under Regulation 30 (LODR)-Acquisition](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d2b7acf6-fa71-4ebb-8ada-250b3b607313.pdf)
,2026-08-04,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0422fa3-a422-4b16-bbe9-a599c88ef3db.pdf)
,2026-08-03,[Board Meeting Outcome for Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=214f4409-e7d2-444b-89ea-401b78ecfd02.pdf)
,2026-08-03,[Announcement under Regulation 30 (LODR)-Change in Management](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ab93ede6-f0b9-443c-8204-1b7ccb06d369.pdf)
,2026-08-03,[Announcement under Regulation 30 (LODR)-Press Release / Media Release](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=37334ac1-b290-4883-a294-12fbe2a6ed2f.pdf)
,2026-08-03,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b3385aa9-fe9f-4df7-9225-92c7476394fe.pdf)
,2026-08-03,[61St Annual General Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c9318d6c-a137-4caa-aea7-1c5fdf742b42.pdf)
,2026-08-03,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=11313d63-4dde-44c8-af67-3bd3df3abeaa.pdf)
,2026-07-30,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b4b82a1d-249d-4d34-8ae4-2c3d10466868.pdf)
,2026-07-28,[Board Meeting Intimation for Unaudited Financial Results For The Quarter Ended 30Th June 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4b095b26-8f24-4152-975a-b4978effbbcc.pdf)
,Date,Document
,---,---
,2026-08-07,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4c598376-5b6a-4788-872e-e5492c774f66.pdf)
,2026-05-18,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=294e3930-e9f7-413a-9a19-167b0a9ea670.pdf)
,2026-01-29,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=432c6082-07ab-4bcd-8065-3a1ae0edf66d.pdf)
,2025-11-04,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f2b45f4c-9a3c-4720-ba4a-8f03bf972344.pdf)
,2025-08-07,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=42d62194-e977-4956-ae60-f046d87d11d8.pdf)
,2025-05-22,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bbee0205-8f7e-44f8-8225-af01755408ea.pdf)
,2025-01-30,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f416db4d-02ef-4c48-bfb2-80d462c8e149.pdf)
,2024-10-29,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=479f23c9-a6ca-4bc6-ad23-822fa3044506.pdf)
,2024-07-30,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=65b33c67-f5b7-4354-b684-1a80022e3d1c.pdf)
,2023-07-27,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d75179ae-405b-40ee-b8ff-8f0ee03f170b.pdf)
,Date,Document
,---,---
,2026-08-04,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=df2de5a9-72d9-404b-a0a6-a7bf538b91c3.pdf)
,2026-05-14,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=13d9a711-ada8-4804-925b-f266c329dcec.pdf)
,2026-01-23,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3f10d44d-bea1-4e96-82bb-02bc2320087d.pdf)
,2025-10-31,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3e6814e9-57b4-4c32-8d86-2bfdd623af76.pdf)
,2025-08-05,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d1cbc3d-8411-47b7-9c8f-824155d32ddd.pdf)
,2025-05-20,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b936153b-769d-4d1e-b3b3-9dd0ace41a8c.pdf)
,2024-10-26,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8f7e71c5-f7d7-4a3b-a401-3e12a8a67e3a.pdf)
,2024-07-26,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c6846551-99f7-48f8-89ea-16430eba85a0.pdf)
,2024-05-14,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d55a5199-506e-4be6-89eb-f0bdef3ffe6e.pdf)
,2024-01-25,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b60c64f1-987a-4a82-b0d6-2a0e48e3ae9f.pdf)
,Date,Document
,---,---
,2026-08-03,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c895ee3e-a582-44c5-a6a9-bfdfca2b38c0.pdf)
,2026-05-13,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9b514eda-20ad-423e-843d-4247d69ee29c.pdf)
,2026-05-13,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=da87b1c3-90b6-4445-8b57-29384af52931.pdf)
,2026-01-22,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b2b0b6f4-bb69-40d1-bc2a-ebb47292bb87.pdf)
,2025-10-30,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f275211b-09b3-4eac-8408-e3e852f478e2.pdf)
,2025-08-04,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=64d42d7c-f205-4bcb-b74d-a78f2ce3d7ab.pdf)
,2025-05-19,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe07860d-445a-4d9e-9d93-c2a9098c322e.pdf)
,2025-01-24,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a8b0781a-b582-4783-8b0a-33603b36a3bb.pdf)
,2024-10-25,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d07f12c2-a3c2-40cd-ac01-c6ad48f4b8c2.pdf)
,2024-07-25,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fc03cb32-a4f8-41e5-bb0a-8575b200b815.pdf)
,Date,Document
,---,---
,2026-08-03,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=64970c46-2d4a-426c-92a9-463631bb194d.pdf)
,2026-05-13,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=123b40d8-d195-4991-9ddf-f576dbf28d8f.pdf)
,2026-01-22,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ffb78cba-9dde-47e7-8e3a-eafb36c323cd.pdf)
,2025-10-30,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=92387abd-1251-4812-a480-34c21d8ffbff.pdf)
,2025-08-04,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9708b40c-d3a4-4c09-91fc-1ddb2bf8baef.pdf)
,2021-10-28,[Announcement under Regulation 30 (LODR)-Investor Presentation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5cfb7a31-1e6a-46fc-b545-af5df9db4f1b.pdf)
,Date,Document
,---,---
,8 May - Board meets 13 May 2026 to approve FY26 audited results and possibly recommend dividend.,"[Board Meeting Intimation for Audited Financial Results For The Quarter And Financial Year (FY) Ended 31St March 2026 And Recommendation Of Dividend, If Any, For FY 2025-26 8 May - Board meets 13 May 2026 to approve FY26 audited results and possibly recommend dividend.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/ec9c1388-f0bd-4c32-aff5-1a2b4538b028.pdf)"
,6h - Of Analyst Meet - Q4 & FY26 Earnings Call,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 6h - Of Analyst Meet - Q4 & FY26 Earnings Call](https://www.bseindia.com/xml-data/corpfiling/AttachLive/e126d861-4c83-41db-bf2e-5d28aa10a008.pdf)
,"4 Mar - Supreme Court interim order (25 Feb 2026) directs inquiry into The Primus project; DLF says matter sub judice, 624 apartments.","[Update 4 Mar - Supreme Court interim order (25 Feb 2026) directs inquiry into The Primus project; DLF says matter sub judice, 624 apartments.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/689dfcb5-58f8-4646-8444-53fe8628ef00.pdf)"
,31 Mar - Trading window closed from 1 April 2026 until 48 hours after FY2026 results declaration.,[Closure of Trading Window 31 Mar - Trading window closed from 1 April 2026 until 48 hours after FY2026 results declaration.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/b826a680-9373-46af-afdc-f0f5b2189ba7.pdf)
,30 Mar - On 30 Mar 2026 DLF sold DLF TechPark II and 17.75-acre Kolkata land to Srijan entities for ~₹710.23 crore.,"[Intimation Under Regulation 30 Of The SEBI (LODR) Regulations, 2015 30 Mar - On 30 Mar 2026 DLF sold DLF TechPark II and 17.75-acre Kolkata land to Srijan entities for ~₹710.23 crore.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/89fa1017-692c-4572-a9cd-064931453c9a.pdf)"
,"26 Feb - DLF executives attended 'Chasing Growth 2026' investor meeting, Mumbai, 26 Feb 2026; no UPSI shared.","[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 26 Feb - DLF executives attended 'Chasing Growth 2026' investor meeting, Mumbai, 26 Feb 2026; no UPSI shared.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/6f27af19-886d-47f4-a710-0e879a11797c.pdf)"
,23 Feb - The executive(s) of the Company will participate in the investor conference scheduled on 26th February 2026,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation 23 Feb - The executive(s) of the Company will participate in the investor conference scheduled on 26th February 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/e935b4d4-4742-4b5e-aec3-f636f8b500f9.pdf)
,18 Feb - NCLT (18 Feb 2026) approved merger of eight subsidiaries into Highvista; Highvista becomes 100% DLF subsidiary.,[Announcement under Regulation 30 (LODR)-Scheme of Arrangement 18 Feb - NCLT (18 Feb 2026) approved merger of eight subsidiaries into Highvista; Highvista becomes 100% DLF subsidiary.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/313a848b-05f2-41b7-b88c-da5d4b646386.pdf)
,—,"[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 6 Apr](https://www.bseindia.com/xml-data/corpfiling/AttachHis/b5e061a5-b161-4967-b627-cab731efdcf6.pdf)"
,Date,Document
,---,---
