Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,63.52%,3.86%,188.51%
,ebitda margin growth,-40.23%,17.83%,-5.01%,72.69%
,net income growth,-98.36%,47.9%,54%,10%
,revenue growth,1.86%,18.76%,11%,16%
,roce,-58.12%,17.01%,-10.41%,13.5%
,roe,-98.36%,28.13%,13.42%,544.86%
