Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,203033,214054,238717,211952,231132,203751,243134,224671,241524,235954,276744,239866
Expenses,194558,204815,237152,202180,224544,191818,221621,214198,232032,223588,265521,225854
Operating Profit,8475,9239,1564,9773,6588,11934,21514,10474,9492,12366,11222,14012
OPM %,4.2,4.3,0.7,4.6,2.9,6,9,4.7,3.9,5,4.1,6
Other Income,288,206,14249,1001,794,818,954,780,1044,822,3166,1301
Interest,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,8763,9445,15813,10774,7382,12752,22468,11253,10537,13188,14388,15312
Tax %,13,15,12,15,16,14,15,15,14,15,-63,11
Net Profit,8032,9434,13842,10527,7723,11009,19039,10955,10096,12908,23467,13584
EPS in Rs,6.35,7.49,10.94,8.34,6.11,8.7,15.05,8.66,7.98,10.22,18.55,10.74
Item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,,
---,---,---,---,---,---,---,---,---,---,,,
Sales,571508,628043,690914,723606,784628,845966,889970,977772,994088,,,
Expenses,565587,634989,691166,720280,750498,813316,836692,929011,946996,,,
Operating Profit,5920,-6947,-252,3326,34130,32651,53278,48761,47092,,,
OPM %,1,-1.1,0,0.5,4.3,3.9,6,5,4.7,,,
Other Income,2615,20870,12820,9248,7800,14829,3495,5421,6333,,,
Interest,0,0,0,0,0,0,0,0,0,,,
Depreciation,336,379,417,436,466,466,506,707,0,,,
Profit before tax,8199,13544,12151,12138,41463,47014,56267,53475,53425,,,
Tax %,68,80,76,66,13,13,14,-7,—,,,
Net Profit,2627,2710,2974,4125,35997,40916,48320,57453,60055,,,
EPS in Rs,—,—,—,3.26,28.46,32.34,38.2,45.42,47.49,,,
Dividend Payout %,2,2,0,23,5,15,16,11,—,,,
Item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,
---,---,---,---,---,---,---,---,---,,,,
Equity Capital,100,100,100,6325,6325,6325,6325,6325,,,,
Reserves,710,902,6784,5012,39908,76422,120901,170280,,,,
Borrowings,269401,253414,4,1,0,0,0,0,,,,
Other Liabilities,3157039,3245419,3822637,4242719,4532258,5233300,5533342,5771951,,,,
Total Liabilities,3427249,3499834,3829524,4254058,4578491,5316047,5660568,5948556,,,,
Fixed Assets,25194,28216,17723,17770,20473,20667,21330,28335,,,,
CWIP,710,734,148,199,331,403,326,419,,,,
Investments,2900287,2976100,3517445,3926211,4243008,4976133,5298429,5556359,,,,
Other Assets,501059,494784,294208,309878,314678,318844,340483,363444,,,,
Total Assets,3427249,3499834,3829524,4254058,4578491,5316047,5660568,5948556,,,,
Item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,
---,---,---,---,---,---,---,---,---,,,,
Cash from Operating Activity,13274,54367,80602,-3783,54519,26548,-9721,-26211,,,,
Cash from Investing Activity,9636,-40415,148447,12531,-52848,-25695,41408,36693,,,,
Cash from Financing Activity,-13700,-18664,-256125,0,-949,-4427,-3794,-7626,,,,
Net Cash Flow,9210,-4712,-27077,8748,722,-3574,27893,2856,,,,
Free Cash Flow,11281,53447,86765,-3879,53976,25835,-10435,-27181,,,,
CFO/OP,500,-908,-27549,108,143,64,-19,-42,,,,
Item,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,
---,---,---,---,---,---,---,---,---,,,,
Debtor Days,0,0,0,0,0,0,0,0,,,,
Cash Conversion Cycle,0,0,0,0,0,0,0,0,,,,
Working Capital Days,78,63,35,42,43,39,38,45,,,,
ROCE %,—,5,9,131,143,73,53,35,,,,
