Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,21.83%,56.55%,—
,ebitda margin growth,29.95%,-0.59%,2.41%,—
,net income growth,34.43%,16.17%,26%,17%
,revenue growth,28.17%,13.84%,23%,16%
,roce,30.51%,-0.63%,13.6%,—
,roe,34.44%,2.35%,29.56%,—
