Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,45.74%,-11.01%,-21.83%
,ebitda margin growth,179.89%,1.48%,85.27%,-9.93%
,net income growth,113.1%,-111.43%,24%,-63.52%
,revenue growth,8.09%,-3.25%,0%,-1%
,roce,938.35%,-69.68%,198.17%,7.16%
,roe,-113.1%,-111.64%,-1.12%,-69.57%
