Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,85.04%,19.17%,31.44%
,ebitda margin growth,-17.46%,12.05%,25.56%,43.42%
,net income growth,-17.19%,56.64%,31%,23%
,revenue growth,-1.1%,38.21%,11%,13%
,roce,—,70.73%,57.68%,55.24%
,roe,—,69.35%,50.78%,105.74%
