Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Revenue,6761,6737,6475,6766,6900,6763,6723,6915,6372,6661,7336,8261
Expenses,34,35,34,33,38,39,44,47,49,104,118,42
Financing Profit,1546,1597,1716,1578,1613,1629,1683,1744,1778,1746,1694,1798
Financing Margin %,23,24,26,23,23,24,25,25,28,26,23,22
Other Income,1,3,3,0,1,3,1,3,0,58,-7,130
Interest,5181,5104,4725,5155,5249,5095,4996,5124,4544,4812,5524,6421
Depreciation,2,1,2,2,1,1,1,1,1,1,2,1
Profit before tax,1545,1599,1717,1577,1613,1631,1682,1746,1777,1802,1684,1927
Tax %,0,0,0,0,0,0,0,0,0,0,0,0
Net Profit,1545,1599,1717,1577,1613,1631,1682,1746,1777,1802,1684,1927
EPS in Rs,1.18,1.22,1.31,1.21,1.23,1.25,1.29,1.34,1.36,1.38,1.29,1.47
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Revenue,9267,11134,13421,15771,20299,23892,26650,27153,27285,28630,,
Expenses,38,48,66,113,123,134,133,154,318,313,,
Financing Profit,2592,2902,3192,4420,6102,6310,6415,6504,6962,7016,,
Financing Margin %,28,26,24,28,30,26,24,24,26,24,,
Other Income,1,0,0,0,2,41,6,4,53,181,,
Interest,6638,8183,10163,11237,14075,17447,20101,20495,20005,21302,,
Depreciation,0,0,0,4,14,14,9,5,6,6,,
Profit before tax,2592,2902,3192,4416,6090,6337,6412,6502,7009,7191,,
Tax %,21,22,0,0,0,0,0,0,0,—,,
Net Profit,2055,2255,3192,4416,6090,6337,6412,6502,7009,7191,,
EPS in Rs,3.15,2.4,2.69,3.38,4.66,4.85,4.91,4.98,5.36,5.5,,
Dividend Payout %,18,18,0,31,30,31,31,32,39,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,6526,6526,9380,11880,13069,13069,13069,13069,13069,13069,,
Reserves,5483,7402,15648,18419,22845,27928,32402,36110,39599,43680,,
Borrowing,106395,134006,173933,234377,323145,388440,418935,412039,412133,436471,,
Other Liabilities,11245,13534,7642,10828,21423,20544,26742,23865,24034,23457,,
Total Liabilities,129650,161468,206604,275504,380482,449980,491147,485082,488835,516676,,
Fixed Assets,12,11,11,11,45,38,19,22,18,18,,
CWIP,0,0,0,0,0,0,0,4,4,10,,
Investments,8,14,13,12,12,10,14,54,38,28,,
Other Assets,129630,161443,206579,275482,380424,449932,491114,485003,488775,516620,,
Total Assets,129650,161468,206604,275504,380482,449980,491147,485082,488835,516676,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,-19455,-28076,-41748,-62701,-89907,-64412,-28584,7914,8230,-27026,,
Cash from Investing Activity,2,2,1,1,0,-5,0,-8,0,-3,,
Cash from Financing Activity,18250,28075,41749,62697,90202,64266,28643,-8046,-2572,21560,,
Net Cash Flow,-1204,0,3,-2,296,-151,60,-140,5658,-5469,,
Free Cash Flow,-19455,-28076,-41749,-62701,-89907,-64419,-28585,7906,8229,-27030,,
CFO/OP,-211,-298,-371,-465,-572,-319,-120,30,31,-100,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
ROE %,8,16,12,12,13,16,15,14,13,13,,
