Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-50.01%,-78.05%,-86.29%
,ebitda margin growth,-104.07%,-31.74%,-48.15%,-60.79%
,net income growth,-424.88%,-67.89%,-93.28%,-88.25%
,revenue growth,-4.38%,-18.78%,-3%,12%
,roce,-114.73%,4.06%,-66.23%,229.51%
,roe,-425.5%,-68.15%,20.19%,-101.55%
