Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,139.64%,-5.04%,0.99%
,ebitda margin growth,8.62%,-21.72%,-19.37%,-20.63%
,net income growth,-64.46%,6.48%,21%,15%
,revenue growth,-13.28%,9.21%,1%,11%
,roce,65.15%,-51.06%,-60.52%,10.21%
,roe,-64.46%,-5.19%,8.48%,-31.26%
