Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
FIIs,43.35%,43.26%,40.95%,40.47%,40.54%,40.17%,39.87%,37.98%,37.39%,36.11%,34.83%,34.23%
DIIs,41.93%,41.99%,43.77%,44.02%,44.59%,44.92%,45.19%,46.91%,47.41%,48.89%,49.15%,49.13%
Government,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%,0.04%
Public,12.61%,12.62%,13.08%,13.3%,12.43%,12.4%,12.43%,12.58%,12.64%,12.42%,13.34%,13.95%
Others,2.09%,2.09%,2.16%,2.17%,2.4%,2.48%,2.47%,2.5%,2.53%,2.54%,2.64%,2.66%
No. of Shareholders,3274360,3335820,3648540,3756540,3568560,3710170,3647890,3648990,3666410,3608160,4041650,4152430
