Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,20.96%,-10.78%,—
,ebitda margin growth,0.06%,-7.87%,-9.75%,-15.92%
,net income growth,-6.53%,42.14%,22%,23%
,revenue growth,-0.36%,13.85%,12%,13%
,roce,-3.25%,0.18%,-3.55%,16.49%
,roe,-6.57%,-2.31%,13.95%,-14.6%
