Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,537.51%,967.84%,377.16%
,ebitda margin growth,1.26%,5.13%,103.98%,32.3%
,net income growth,8.71%,-23.07%,21%,158.83%
,revenue growth,-2.29%,11.81%,15%,40%
,roce,-63.71%,-86.24%,-95.68%,-2.54%
,roe,-8.84%,-24.3%,-5.77%,107.65%
