Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Revenue,2764,2881,2910,2994,3124,3210,3213,3269,3293,3315,3273,3547
Expenses,982,906,705,954,980,996,1075,1061,958,964,889,1095
Financing Profit,352,375,602,415,456,516,406,406,477,527,600,403
Financing Margin %,13,13,21,14,15,16,13,12,14,16,18,11
Other Income,193,186,229,198,301,242,403,253,157,280,262,217
Interest,1430,1600,1604,1625,1687,1697,1732,1803,1858,1824,1784,2049
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,545,561,830,614,757,758,810,659,635,807,862,621
Tax %,30,25,23,32,27,30,28,26,22,27,7,31
Net Profit,384,423,633,418,553,529,582,485,495,581,799,429
EPS in Rs,3.72,3.84,5.75,3.8,5.02,4.8,5.28,4.4,4.49,5.28,7.25,3.89
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Revenue,6621,7676,8446,8111,8013,9355,11213,12541,13151,13429,,
Expenses,3154,3439,5234,3802,3774,3567,3437,3834,3741,3907,,
Financing Profit,-283,-55,-1527,-30,137,1178,1768,1966,2141,2007,,
Financing Margin %,-4,-1,-18,0,2,13,16,16,16,15,,
Other Income,501,817,509,701,753,765,838,1140,951,918,,
Interest,3750,4291,4739,4340,4101,4609,6008,6741,7269,7515,,
Depreciation,97,104,126,134,144,158,218,168,128,0,,
Profit before tax,121,659,-1144,537,747,1786,2388,2939,2964,2925,,
Tax %,-68,30,3,19,32,33,26,29,20,—,,
Net Profit,203,464,-1183,428,495,1181,1771,2082,2360,2304,,
EPS in Rs,3.64,8.33,-16.59,6.01,5.3,11.44,16.08,18.91,21.43,20.91,,
Dividend Payout %,0,0,0,0,0,4,13,11,0,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,52,56,56,71,71,93,103,110,110,110,,
Reserves,5621,6102,6566,6274,6731,7984,9793,12083,14098,16390,,
Borrowing,1276,1628,2624,2020,2015,2371,2892,2885,2383,3431,,
Deposits,72459,80005,89637,97786,108047,114703,122027,134765,148552,165342,,
Other Liabilities,2604,1894,2522,2678,3408,5425,11097,4662,4280,3687,,
Total Liabilities,82012,89684,101405,108829,120273,130576,145913,154505,169424,188960,,
Fixed Assets,1479,1598,1646,2036,1971,1908,2224,2208,2126,2445,,
CWIP,64,17,29,35,41,46,47,50,66,88,,
Investments,21271,18860,23140,22990,30774,33785,34780,34900,41122,40520,,
Other Assets,59198,69210,76589,83768,87486,94837,108860,117347,126110,145906,,
Total Assets,82012,89684,101405,108829,120273,130576,145913,154505,169424,188960,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,2457,2363,-2992,4374,-14,-1568,-407,-853,2723,-1126,,
Cash from Investing Activity,-861,-164,-165,-115,-76,-85,-124,-257,-102,-302,,
Cash from Financing Activity,593,668,769,-339,-199,941,638,407,-1034,-500,,
Net Cash Flow,2189,2867,-2388,3920,-289,-712,107,-702,1587,-1928,,
Free Cash Flow,1596,2199,-3156,4259,-90,-1653,-531,-1038,2621,-1595,,
CFO/OP,112,73,-70,140,2,-31,1,-5,40,-4,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
ROE %,-27,3,7,-18,7,7,13,16,16,15,,
