Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-115.2%,-129.23%,57.81%
,ebitda margin growth,-27.92%,2.5%,12.82%,19.59%
,net income growth,-47.14%,10.95%,22%,36%
,revenue growth,-21.71%,12.69%,16%,25%
,roce,-33.88%,19.12%,3.83%,19.37%
,roe,-47.2%,-3.36%,15.56%,-14.22%
